Name,Year,Genre,Critic_Score,Global_Sales,Platform,cat_publi,cat_studio
Ghost in the Shell: Stand Alone Complex,2004,Adventure,5.7,0.23,PS2,2,3
Ghostbusters: The Video Game,2009,Action,7.6,2.33,Multi_Plateforme,3,3
Gladius,2003,Strategy,8.3,0.07,GC,3,3
Glory of Heracles,2010,Role-Playing,6.8,0.29,DS,3,2
Go Vacation,2011,Misc,7.0,1.54,Wii,3,3
Go! Go! Hypergrind,2003,Sports,6.5,0.03,GC,3,0
Go! Sudoku,2006,Puzzle,6.8,0.12,PSP,3,3
Goblin Commander: Unleash the Horde,2003,Strategy,7.4,0.19,GC,1,1
God Hand,2006,Action,7.0,0.07,PS2,3,2
God of War,2005,Action,9.3,4.45,PS2,3,3
God of War (2018),2018,Action,9.7,6.15,PS4,3,3
God of War Collection,2009,Action,9.2,2.6,PS3,3,3
God of War II,2007,Action,9.3,4.07,PS2,3,3
God of War III,2010,Action,9.2,4.81,PS3,3,3
God of War: Chains of Olympus,2008,Action,8.9,3.19,PSP,3,3
God of War: Ghost of Sparta,2010,Action,8.3,1.01,PSP,3,3
God of War: Origins Collection,2011,Action,8.6,0.57,PS3,3,3
Gods Eater Burst,2011,Action,7.1,0.66,PSP,2,2
Godzilla Generations,1998,Action,3.2,0.08,DC,3,0
Godzilla Unleashed,2007,Fighting,4.5,0.16,Wii,3,2
Godzilla: Destroy All Monsters Melee,2002,Fighting,7.5,0.71,GC,3,2
Godzilla: Domination!,2002,Fighting,4.7,0.28,GBA,3,1
Golden Axe: Beast Rider,2008,Action,4.0,0.65,PS3,3,2
Golden Sun,2001,Role-Playing,9.1,1.76,GBA,3,3
Golden Sun: Dark Dawn,2010,Role-Playing,8.0,0.81,DS,3,3
Golden Sun: The Lost Age,2003,Role-Playing,8.3,1.22,GBA,3,3
GoldenEye 007,2010,Shooter,5.5,9.53,Multi_Plateforme,3,3
GoldenEye: Rogue Agent,2004,Shooter,5.9,0.36,GC,3,1
Goldeneye 007: Reloaded,2011,Shooter,7.4,1.28,PS3,3,2
Gone Home,2013,Adventure,9.1,0.0,PC,0,0
Gotcha Force,2003,Shooter,5.8,0.03,GC,3,3
Gothic 3,2006,Role-Playing,6.8,0.05,PC,2,2
Gothic 3: Forsaken Gods,2008,Role-Playing,4.4,0.0,PC,1,0
Gothic II,2003,Role-Playing,8.0,0.0,PC,3,2
Gradius Galaxies,2001,Shooter,7.8,0.08,GBA,3,0
Graffiti Kingdom,2005,Role-Playing,7.2,0.03,PS2,0,0
Gran Turismo,1998,Racing,7.7,13.879999999999999,PS,3,3
Gran Turismo 2,1999,Racing,9.2,9.49,PS,3,3
Gran Turismo 3: A-Spec,2001,Racing,9.3,14.98,PS2,3,3
Gran Turismo 4,2005,Racing,8.7,11.66,PS2,3,3
Gran Turismo 5,2010,Racing,8.3,10.75,PS3,3,3
Gran Turismo 5 Prologue,2008,Racing,8.3,4.2,PS3,3,3
Grand Theft Auto,1998,Action,6.0,2.5599999999999996,Multi_Plateforme,2,3
Grand Theft Auto 2,1999,Action,6.9,3.42,PS,3,3
Grand Theft Auto III,2001,Action,9.1,13.11,PC,3,3
Grand Theft Auto IV,2008,Action,10.0,22.53,Multi_Plateforme,3,3
Grand Theft Auto V,2014,Action,9.0,48.43,Multi_Plateforme,3,3
Grand Theft Auto: Chinatown Wars,2009,Adventure,9.2,2.41,DS,3,3
Grand Theft Auto: Episodes from Liberty City,2009,Adventure,9.0,4.6899999999999995,PS3,3,3
Grand Theft Auto: Liberty City Stories,2005,Action,8.3,11.26,PS2,3,3
"Grand Theft Auto: Mission Pack #1, London 1969",1999,Adventure,6.7,0.11,PS,3,3
Grand Theft Auto: San Andreas,2005,Action,9.2,23.729999999999997,Multi_Plateforme,3,3
Grand Theft Auto: Vice City,2002,Action,9.0,16.189999999999998,PC,3,3
Grand Theft Auto: Vice City Stories,2006,Action,8.4,5.08,PSP,3,3
Grandia,1999,Role-Playing,8.4,0.25,PS,3,3
Grandia II,2002,Role-Playing,7.4,0.49,Multi_Plateforme,3,3
Grandia III,2006,Role-Playing,7.5,0.49,PS2,3,3
Grandia Xtreme,2002,Role-Playing,6.7,0.38,PS2,3,3
Gravity Rush Remastered,2016,Action-Adventure,7.9,0.16,PS4,3,3
Gray Matter,2011,Adventure,7.3,0.08,PC,1,0
Green Day: Rock Band,2010,Misc,7.8,0.41,X360,3,3
Green Lantern: Rise of the Manhunters,2011,Action,5.5,0.5,Multi_Plateforme,3,2
Greg Hastings' Tournament Paintball Max'd,2006,Shooter,2.2,0.03,GBA,3,1
Gretzky NHL,2005,Sports,6.0,0.1,PSP,3,2
Gretzky NHL 06,2005,Sports,5.8,0.14,PSP,3,1
GrimGrimoire,2007,Strategy,7.7,0.05,PS2,3,2
GripShift,2005,Racing,7.1,0.09,PSP,3,1
Grooverider: Slot Car Thunder,2003,Racing,4.5,0.01,GC,0,0
Guild Wars,2005,Role-Playing,8.7,0.04,PC,0,0
Guild Wars: Factions,2006,Role-Playing,8.6,0.01,PC,0,0
Guild Wars: Nightfall,2006,Role-Playing,8.0,0.03,PC,0,0
Guilty Gear Judgment,2006,Fighting,7.5,0.16,PSP,3,3
Guilty Gear X: Advance Edition,2002,Fighting,7.3,0.06,GBA,0,3
Guilty Gear XX Accent Core Plus,2009,Fighting,7.0,0.03,Wii,2,3
Guitar Hero,2005,Misc,8.0,2.38,PS2,3,3
Guitar Hero 5,2009,Misc,8.8,3.7800000000000002,Multi_Plateforme,3,3
Guitar Hero II,2006,Misc,9.2,7.33,PS2,3,3
Guitar Hero III: Legends of Rock,2007,Misc,8.2,16.36,Multi_Plateforme,3,3
Guitar Hero On Tour: Modern Hits,2009,Misc,7.3,0.37,DS,3,1
Guitar Hero: Metallica,2009,Misc,8.5,1.73,Wii,3,2
Guitar Hero: On Tour,2008,Misc,7.1,3.46,DS,3,3
Guitar Hero: Smash Hits,2009,Misc,6.9,1.5699999999999998,Multi_Plateforme,3,3
Guitar Hero: Van Halen,2009,Misc,6.2,0.9600000000000001,Multi_Plateforme,3,3
Guitar Hero: Warriors of Rock,2010,Misc,7.1,1.8199999999999998,Wii,3,3
Guitar Hero: World Tour,2008,Misc,8.4,8.2,Multi_Plateforme,3,3
Gun,2005,Shooter,7.5,0.45,GC,3,3
Gundam Seed: Battle Assault,2004,Fighting,6.5,0.08,GBA,2,1
Gundam Versus,2017,Action,7.3,0.28,PS4,2,3
Gungnir,2012,Role-Playing,7.4,0.14,PSP,3,2
Gunstar Super Heroes,2005,Shooter,8.0,0.07,GBA,3,2
Gunvalkyrie,2002,Shooter,6.1,0.17,XB,3,2
Gurumin: A Monstrous Adventure,2007,Role-Playing,7.4,0.01,PSP,0,2
Hail to the Chimp,2008,Misc,7.0,0.11,PS3,2,0
Half-Life,1998,Shooter,8.4,4.72,PC,3,3
Half-Life 2,2004,Shooter,8.9,2.98,PC,3,3
Half-Life 2: Episode One,2006,Shooter,8.7,0.0,PC,3,3
Half-Minute Hero,2009,Role-Playing,8.5,0.19,PSP,2,1
Halo 2,2004,Shooter,6.9,8.58,PC,3,3
Halo 2 Multiplayer Map Pack,2005,Shooter,8.6,0.69,XB,3,3
Halo 3,2007,Shooter,9.6,12.13,X360,3,3
Halo 3: ODST,2009,Shooter,8.7,6.35,X360,3,3
Halo 5: Guardians,2015,Shooter,8.6,4.92,XOne,3,3
Halo Wars,2009,Strategy,8.1,2.67,X360,3,3
Halo: Combat Evolved,2001,Shooter,8.6,6.47,PC,3,3
Halo: Combat Evolved Anniversary,2011,Shooter,8.0,2.41,X360,3,3
Halo: Reach,2010,Shooter,9.3,9.97,X360,3,3
Hammerin' Hero,2009,Action,7.0,0.08,PSP,3,1
Hamtaro: Ham-Ham Games,2004,Sports,7.5,0.22,GBA,3,3
Hamtaro: Ham-Ham Heartbreak,2003,Action,8.0,0.36,GBA,3,3
Hannah Montana,2006,Action,6.5,2.65,DS,3,3
Happy Birthdays,2018,Misc,8.5,0.01,NS,3,3
Hard Rock Casino,2007,Misc,3.8,0.14,PSP,2,1
Harry Potter and the Chamber of Secrets,2002,Adventure,7.2,1.99,GBA,3,3
Harry Potter and the Deathly Hallows - Part 2,2011,Action,4.3,0.43000000000000005,PC,3,2
Harry Potter and the Goblet of Fire,2005,Adventure,6.7,2.11,Multi_Plateforme,3,3
Harry Potter and the Half-Blood Prince,2009,Action,6.0,0.76,Wii,3,2
Harry Potter and the Order of the Phoenix,2007,Adventure,4.8,0.37,PSP,3,1
Harry Potter and the Prisoner of Azkaban,2004,Adventure,7.0,0.52,GBA,3,2
Harry Potter and the Sorcerer's Stone,2001,Action,6.6,5.42,GBA,3,3
Harry Potter: Quidditch World Cup,2003,Sports,4.9,0.79,GBA,3,3
Harvest Moon 3D: A New Beginning,2012,Simulation,8.2,0.95,3DS,3,2
Harvest Moon 64,1999,Simulation,7.8,0.48,N64,3,1
Harvest Moon: A Wonderful Life,2004,Role-Playing,8.2,0.79,GC,3,3
Harvest Moon: Another Wonderful Life,2005,Role-Playing,7.7,0.24,GC,3,3
Harvest Moon: Boy & Girl,2007,Simulation,6.1,0.09,PSP,3,3
Harvest Moon: Frantic Farming,2009,Puzzle,7.0,0.1,DS,3,1
Harvest Moon: Friends of Mineral Town,2003,Simulation,7.6,0.59,GBA,3,3
Harvest Moon: Magical Melody,2006,Simulation,6.3,0.53,GC,3,3
Harvest Moon: More Friends of Mineral Town,2005,Simulation,8.0,0.2,GBA,3,3
Harvest Moon: Save the Homeland,2001,Simulation,7.8,0.4,PS2,3,1
Harvest Moon: Skytree Village,2016,Simulation,5.0,0.09,3DS,3,1
Harvest Moon: Sunshine Islands,2009,Simulation,9.0,0.57,DS,3,3
Harvest Moon: The Tale of Two Towns,2011,Simulation,6.3,0.9299999999999999,3DS,3,3
Has-Been Heroes,2017,Action,4.8,0.14,NS,1,1
Hasbro Family Game Night 2,2009,Misc,6.4,1.36,Wii,3,2
Hatsune Miku: Project Mirai DX,2015,Misc,7.5,0.38,3DS,3,3
Haunting Ground,2005,Action,6.6,0.07,PS2,3,3
Haze,2008,Shooter,5.6,0.99,PS3,3,2
Hearts of Iron III,2009,Strategy,7.9,0.09,PC,1,0
Heatseeker,2007,Simulation,4.8,0.14,PSP,3,1
Heavenly Sword,2007,Action,8.0,1.65,PS3,3,3
Heavy Rain,2010,Adventure,8.8,3.06,PS3,3,3
Hellblade: Senua's Sacrifice,2018,Action-Adventure,8.3,0.05,PS4,3,3
Henry Hatsworth in the Puzzling Adventure,2009,Puzzle,9.1,0.09,DS,3,3
Herbie: Fully Loaded,2005,Racing,5.0,0.34,GBA,3,3
Heroes of Mana,2007,Strategy,6.4,0.14,DS,3,1
Heroes of Ruin,2012,Role-Playing,6.6,0.21,3DS,3,2
Hexen,1997,Shooter,4.4,0.19,N64,3,1
Hexyz Force,2010,Role-Playing,6.7,0.14,PSP,3,2
Hey Arnold! The Movie,2002,Platform,5.5,0.26,GBA,3,2
Hey! Pikmin,2017,Platform,6.8,0.44,3DS,3,1
High Heat Major League Baseball 2002,2001,Sports,6.0,0.0,GBA,2,0
High Heat Major League Baseball 2003,2002,Sports,6.0,0.0,GBA,2,0
High School Musical: Makin' the Cut!,2007,Puzzle,7.3,2.2,DS,3,3
High School Musical: Sing It!,2007,Misc,6.4,1.76,Wii,3,3
Hitman 2: Silent Assassin,2003,Action,8.3,0.13,GC,3,3
Hitman: Absolution,2012,Action,9.0,0.22,PC,3,3
Hitman: Blood Money,2006,Action,8.1,1.06,Multi_Plateforme,3,3
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2009,Role-Playing,6.9,0.14,PSP,3,3
Homefront,2011,Shooter,6.6,2.6,Multi_Plateforme,3,3
Hometown Story,2013,Simulation,5.5,0.5,3DS,3,1
Homeworld,1999,Strategy,9.1,0.02,PC,3,2
Homeworld 2,2003,Strategy,8.1,0.03,PC,3,2
Horizon: Zero Dawn,2017,Action-Adventure,9.1,5.82,PS4,3,3
Horsez,2006,Simulation,4.0,0.42,DS,3,3
Hoshigami: Ruining Blue Earth Remix,2007,Role-Playing,5.6,0.01,DS,2,2
Hospital Tycoon,2007,Strategy,4.0,0.01,PC,3,0
Hot Pixel,2007,Puzzle,5.7,0.03,PSP,3,0
Hot Potato!,2001,Action,7.7,0.04,GBA,2,0
Hot Shots Golf: Open Tee,2005,Sports,8.4,1.96,PSP,3,3
Hot Shots Golf: Open Tee 2,2008,Sports,8.0,0.68,PSP,3,3
Hot Shots Golf: Out of Bounds,2008,Sports,8.3,1.14,PS3,3,3
Hot Shots Tennis: Get a Grip,2010,Sports,8.0,0.23,PSP,3,3
Hot Wheels Velocity X,2002,Racing,5.2,0.16,GBA,3,1
Hot Wheels: Burnin' Rubber,2001,Racing,8.0,0.06,GBA,3,2
Hot Wheels: Stunt Track Challenge,2004,Racing,5.3,0.45,GBA,3,3
Hotel Dusk: Room 215,2007,Adventure,8.0,0.54,DS,3,2
Hotel Transylvania 3: Monsters Overboard,2018,Action-Adventure,6.5,0.01,NS,0,3
How to Train Your Dragon,2010,Action,4.6,0.74,Multi_Plateforme,3,2
Hugo: The Evil Mirror,2005,Action,5.9,0.01,GBA,3,0
Hulk,2003,Action,7.3,0.19,GC,3,3
Hunted: The Demon's Forge,2011,Role-Playing,6.1,0.52,Multi_Plateforme,3,2
Hunter: The Reckoning,2002,Action,7.1,0.48,GC,2,3
Hybrid Heaven,1999,Role-Playing,7.0,0.25,N64,3,1
Hyperdimension Neptunia,2011,Role-Playing,5.3,0.44,PS3,3,2
Hyrule Warriors,2014,Action,7.4,1.26,WiiU,3,3
Hyrule Warriors: Definitive Edition,2018,Action,8.0,0.46,NS,3,3
I am Setsuna,2017,Role-Playing,7.0,0.05,NS,3,0
I-Ninja,2003,Platform,7.2,0.56,Multi_Plateforme,3,3
ICO,2001,Adventure,8.8,0.47,PS2,3,1
IL-2 Sturmovik: Birds of Prey,2009,Simulation,5.0,0.94,Multi_Plateforme,3,2
IL-2 Sturmovik: Cliffs of Dover,2011,Simulation,5.0,0.05,PC,3,0
Ice Age,2002,Action,4.2,0.38,GBA,3,2
Ice Age 2: The Meltdown,2006,Platform,7.4,1.16,Multi_Plateforme,2,2
Ice Age: Dawn of the Dinosaurs,2009,Platform,5.0,0.99,Multi_Plateforme,3,3
Iggy's Reckin' Balls,1998,Racing,6.8,0.08,N64,3,3
Ikaruga,2003,Shooter,8.0,0.09,GC,3,2
Imagine: Babyz,2007,Simulation,3.5,2.87,DS,3,3
Imagine: Fashion Designer,2007,Simulation,3.0,2.81,DS,3,3
Import Tuner Challenge (American sales),2006,Racing,6.4,0.09,X360,3,1
Inazuma Eleven,2011,Role-Playing,6.8,0.53,DS,3,3
Indiana Jones and the Staff of Kings,2009,Action,5.1,0.98,PSP,3,2
Infected,2005,Shooter,7.3,0.15,PSP,3,1
Infernal: Hell's Vengeance,2009,Shooter,4.4,0.08,X360,2,0
Infinite Space,2010,Role-Playing,7.2,0.2,DS,3,1
Infinite Undiscovery,2008,Role-Playing,6.8,0.7,X360,3,3
Innocent Life: A Futuristic Harvest Moon,2007,Simulation,6.5,0.16,PSP,3,3
Intelligent Qube,1997,Puzzle,7.4,1.22,PS,3,2
Intellivision Lives!,2004,Misc,6.4,0.06,GC,2,0
International Superstar Soccer '98,1998,Sports,9.1,0.58,N64,3,2
Invizimals,2010,Strategy,6.6,0.79,PSP,3,2
Iridion 3D,2001,Shooter,5.6,0.46,GBA,3,2
Iridion II,2003,Shooter,7.9,0.13,GBA,3,2
Iron Chef America: Supreme Cuisine,2008,Simulation,2.0,0.17,Wii,2,1
Iron Man,2008,Action,5.0,1.31,PS3,3,3
Iron Man 2,2010,Action,5.1,0.27,X360,3,1
Ivy the Kiwi?,2010,Puzzle,7.3,0.11,DS,2,1
Izuna 2: The Unemployed Ninja Returns,2008,Role-Playing,6.9,0.06,DS,3,0
Izuna: Legend of the Unemployed Ninja,2007,Role-Playing,6.4,0.0,DS,3,0
JU-ON: The Grudge,2009,Adventure,4.0,0.1,Wii,2,2
Jackass the Game,2007,Action,5.6,0.22,PSP,1,1
Jackie Chan Adventures: Legend of the Dark Hand,2001,Action,7.8,0.19,GBA,3,3
Jade Empire,2005,Role-Playing,9.0,0.7,XB,3,3
Jade Empire: Special Edition,2007,Role-Playing,7.8,0.0,PC,3,3
Jak and Daxter: The Lost Frontier,2009,Platform,7.5,1.08,PS2,3,3
Jak and Daxter: The Precursor Legacy,2001,Platform,9.0,3.64,PS2,3,3
James Bond 007: Agent Under Fire,2002,Shooter,7.5,0.72,GC,3,3
James Bond 007: Blood Stone,2010,Action,6.2,1.24,Multi_Plateforme,3,3
James Bond 007: Everything or Nothing,2003,Shooter,7.1,0.59,GBA,3,3
James Bond 007: Nightfire,2002,Shooter,7.2,0.91,GBA,3,3
James Cameron's Avatar: The Game,2009,Action,6.4,3.44,Multi_Plateforme,3,3
James Noir's Hollywood Crimes,2011,Adventure,7.0,0.16,3DS,3,3
Jaws: Ultimate Predator,2011,Action,4.0,0.12,3DS,3,2
Jazz Jackrabbit,2003,Action,6.8,0.0,GBA,1,1
Jeanne d'Arc,2007,Role-Playing,8.4,0.33,PSP,3,3
Jenga World Tour,2007,Misc,2.0,0.05,Wii,3,1
Jeremy McGrath Supercross World,2002,Racing,2.7,0.12,GC,3,2
Jerry Rice and Nitus' Dog Football,2011,Sports,7.0,0.04,Wii,1,0
Jet Force Gemini,1999,Shooter,8.1,1.16,N64,2,3
Jet Grind Radio,2003,Action,7.1,0.03,GBA,3,3
Jim Henson's the Muppets: On With the Show!,2003,Action,6.3,0.14,GBA,2,3
Jimmie Johnson's Anything With an Engine,2011,Racing,7.3,0.09,X360,3,0
John Romero's Daikatana,2000,Shooter,4.0,0.0,PC,3,2
Juiced: Eliminator,2006,Racing,6.6,0.42,PSP,3,1
July,1998,Adventure,4.8,0.06,DC,0,0
Jurassic Park III: Island Attack,2001,Adventure,4.9,0.18,GBA,3,3
Just Cause,2006,Action,7.3,0.18000000000000002,Multi_Plateforme,3,3
Just Cause 2,2010,Action,8.0,3.47,Multi_Plateforme,3,3
Just Cause 3,2015,Action-Adventure,7.0,3.15,Multi_Plateforme,3,3
Just Dance,2009,Misc,5.4,7.21,Wii,3,3
Just Dance 2,2010,Misc,7.3,9.45,Wii,3,3
Just Dance 2014,2013,Music,7.5,6.42,Multi_Plateforme,3,3
Just Dance 2015,2014,Music,8.1,0.54,XOne,3,3
Just Dance 2017,2017,Music,6.5,0.29,NS,3,3
Just Dance 2018,2017,Music,8.0,0.76,NS,3,3
Just Dance 3,2011,Misc,5.5,12.16,Wii,3,3
Justice League Heroes: The Flash,2006,Action,8.0,0.03,GBA,3,2
Justice League: Chronicles,2003,Platform,3.5,0.04,GBA,3,1
Kabuki Warriors,2001,Action,1.0,0.06,XB,2,2
Kameo: Elements of Power,2005,Adventure,7.7,0.34,X360,3,3
Kane & Lynch 2: Dog Days,2010,Shooter,6.3,1.15,Multi_Plateforme,3,3
Kane & Lynch: Dead Men,2007,Shooter,6.8,1.51,PS3,3,3
Kao the Kangaroo,2001,Platform,3.9,0.01,GBA,1,0
Karnaaj Rally,2003,Racing,7.9,0.01,GBA,1,0
Kartia: The Word of Fate,1998,Strategy,7.9,0.22,PS,3,3
Katamari Damacy,2004,Puzzle,8.5,0.73,PS2,3,3
Katamari Damacy Reroll,2018,Action,8.8,0.17,NS,2,3
Katamari Forever,2009,Puzzle,7.3,0.41,PS3,3,3
Kelly Slater's Pro Surfer,2002,Sports,8.0,0.19,GBA,3,1
Kengo: Legend of The 9,2007,Fighting,4.8,0.07,X360,3,1
Kenka Bancho: Badass Rumble,2009,Action,7.0,0.29,PSP,3,3
Kensei: Sacred Fist,1998,Fighting,5.7,0.02,PS,3,3
Kid Icarus: Uprising,2012,Action,8.0,1.28,3DS,3,3
Kill.switch,2004,Shooter,7.5,0.02,GBA,2,3
Killer7,2005,Action,6.5,0.24,GC,3,2
Killzone,2004,Shooter,6.8,0.94,PS2,3,3
Killzone 2,2009,Shooter,9.1,3.02,PS3,3,3
Killzone 3,2011,Shooter,8.2,2.81,PS3,3,3
Killzone: Liberation,2006,Shooter,7.8,0.9,PSP,3,3
Killzone: Shadow Fall,2013,Shooter,9.0,3.02,PS4,3,3
Kinect Adventures!,2010,Party,6.7,22.1,X360,3,3
Kinect Joy Ride,2010,Racing,5.6,1.43,X360,3,2
Kinect Sports,2010,Sports,7.4,6.23,X360,3,3
Kinect Sports: Season Two,2011,Sports,6.6,2.33,X360,3,3
Kinect: Disneyland Adventures,2011,Action-Adventure,8.5,2.41,X360,3,3
Kinectimals,2010,Simulation,7.5,1.62,X360,3,2
King Arthur,2004,Adventure,6.5,0.22,Multi_Plateforme,3,3
King's Bounty: The Legend,2008,Strategy,8.4,0.0,PC,3,0
King's Field,1995,Role-Playing,7.1,0.16,PS,2,3
King's Field II,1996,Role-Playing,7.3,0.26,PS,2,3
Kingdom Hearts,2002,Role-Playing,8.5,6.4,PS2,3,3
Kingdom Hearts 358/2 Days,2009,Role-Playing,7.5,1.99,DS,3,3
Kingdom Hearts 3D: Dream Drop Distance,2012,Role-Playing,7.5,1.6,3DS,3,3
Kingdom Hearts HD II.8 Final Chapter Prologue,2017,Role-Playing,7.6,1.2,PS4,3,2
Kingdom Hearts II,2006,Role-Playing,8.3,4.33,PS2,3,3
Kingdom Hearts Re: Chain of Memories,2008,Role-Playing,7.2,0.87,PS2,3,3
Kingdom Hearts Re:coded,2011,Role-Playing,6.8,0.93,DS,3,3
Kingdom Hearts: Birth by Sleep,2010,Role-Playing,7.9,2.08,PSP,3,3
Kingdom Hearts: Chain of Memories,2004,Role-Playing,7.4,1.85,GBA,3,3
Kingdom of Paradise,2005,Role-Playing,7.0,0.15,PSP,3,1
Kirby & the Amazing Mirror,2004,Platform,7.9,1.64,GBA,3,3
Kirby 64: The Crystal Shards,2000,Platform,7.9,1.77,N64,3,3
Kirby Air Ride,2003,Racing,6.4,1.62,GC,3,3
Kirby Squeak Squad,2006,Platform,7.3,1.94,DS,3,2
Kirby Star Allies,2018,Platform,8.1,1.99,NS,3,3
Kirby Super Star Ultra,2008,Platform,7.3,2.92,DS,3,3
Kirby and the Rainbow Curse,2015,Platform,8.2,0.58,WiiU,3,3
Kirby's Dream Collection: Special Edition,2012,Platform,8.0,0.69,Wii,3,3
Kirby's Epic Yarn,2010,Platform,8.7,2.09,Wii,3,3
Kirby's Return to Dreamland,2011,Platform,7.6,1.66,Wii,3,3
Kirby: Battle Royale,2018,Fighting,6.0,0.33,3DS,3,3
Kirby: Canvas Curse,2005,Platform,8.9,0.72,DS,3,3
Kirby: Mass Attack,2011,Platform,8.4,1.0,DS,3,3
Kirby: Nightmare in Dream Land,2002,Platform,8.1,2.27,GBA,3,3
Kirby: Planet Robobot,2016,Action,7.7,1.32,3DS,3,3
Kirby: Triple Deluxe,2014,Platform,7.8,2.05,3DS,3,3
Klonoa,2009,Platform,7.6,0.16,Wii,3,2
Klonoa 2: Dream Champ Tournament,2005,Platform,8.1,0.03,GBA,3,3
Klonoa 2: Lunatea's Veil,2001,Platform,9.4,0.33,PS2,3,3
Klonoa: Empire of Dreams,2001,Platform,8.6,0.14,GBA,3,3
Knack,2013,Platform,8.4,1.88,PS4,3,3
Knack 2,2017,Platform,6.7,0.47,PS4,3,2
Knights Contract,2011,Action,5.0,0.16,PS3,3,2
Knights in the Nightmare,2009,Role-Playing,7.5,0.16999999999999998,DS,3,2
Konami Collector's Series: Arcade Advanced,2002,Misc,8.0,0.64,GBA,3,2
Konami Krazy Racers,2001,Racing,7.7,0.16,GBA,3,2
Kong: The Animated Series,2002,Action,5.0,0.02,GBA,2,0
Koudelka,1999,Role-Playing,6.5,0.08,PS,1,1
Kung Fu Chaos,2003,Fighting,7.0,0.28,XB,3,1
Kung Fu Panda,2008,Platform,7.5,3.05,X360,3,3
Kung Fu Panda 2,2011,Action,3.0,0.13,Wii,3,3
Kung Fu Rider,2010,Action,4.3,0.2,PS3,3,3
KuruKuru Kururin,2001,Puzzle,7.2,0.31,GBA,3,1
L.A. Noire,2011,Adventure,9.1,6.39,Multi_Plateforme,3,3
LBX: Little Battlers eXperience,2015,Action,7.0,0.21,3DS,3,3
LEGO Batman: The Videogame,2008,Adventure,7.2,13.55,Multi_Plateforme,3,3
LEGO Battles: Ninjago,2011,Strategy,5.0,1.48,DS,3,2
LEGO Bionicle,2001,Platform,6.4,0.06,GBA,0,1
LEGO City Undercover,2017,Platform,8.0,2.64,Multi_Plateforme,3,3
LEGO City Undercover: The Chase Begins,2013,Action,6.2,1.74,3DS,3,3
LEGO DC Super-Villains,2018,Action-Adventure,7.8,0.44,NS,3,3
LEGO Harry Potter: Years 1-4,2010,Adventure,7.9,8.46,Multi_Plateforme,3,3
LEGO Harry Potter: Years 5-7,2011,Action,9.0,0.95,PS3,3,3
LEGO Indiana Jones 2: The Adventure Continues,2009,Adventure,5.2,2.05,Multi_Plateforme,3,3
LEGO Indiana Jones: The Original Adventures,2008,Adventure,7.5,8.32,Multi_Plateforme,3,3
LEGO Pirates of the Caribbean: The Video Game,2011,Action,6.8,5.47,Multi_Plateforme,3,3
LEGO Rock Band,2009,Misc,6.8,2.13,Multi_Plateforme,3,2
LEGO Star Wars II: The Original Trilogy,2006,Action,8.4,7.32,Multi_Plateforme,3,3
LEGO Star Wars III: The Clone Wars,2011,Action,6.3,7.33,Multi_Plateforme,3,3
LEGO Star Wars: The Complete Saga,2007,Action,8.0,12.74,Multi_Plateforme,3,3
LEGO Star Wars: The Video Game,2005,Action,7.9,7.26,Multi_Plateforme,3,3
LEGO The Hobbit,2014,Action-Adventure,7.0,0.25,3DS,3,3
LEGO The Incredibles,2018,Action,6.5,1.1600000000000001,NS,3,3
LEGO Worlds,2017,Misc,5.0,0.58,NS,3,3
LIMBO,2011,Platform,9.0,0.0,PC,2,0
LMA Manager 2007,2006,Sports,6.2,0.01,X360,3,3
Lair,2007,Action,5.5,0.51,PS3,3,3
Langrisser: Re:Incarnation Tensei,2016,Role-Playing,1.5,0.04,3DS,2,0
Last Rebellion,2010,Role-Playing,4.8,0.09,PS3,3,1
Last Window: The Secret of Cape West,2010,Adventure,7.3,0.22,DS,3,1
Left 4 Dead,2008,Shooter,8.6,3.54,PC,2,3
Left 4 Dead 2,2009,Shooter,9.0,4.33,PC,3,3
Legacy of Kain: Soul Reaver,1999,Adventure,8.9,1.04,PS,3,3
Legend of Kay,2005,Action,7.2,0.05,PS2,3,0
Legend of Kay Anniversary,2018,Action-Adventure,6.5,0.01,NS,1,0
Legend of Legaia,1999,Role-Playing,8.1,0.66,PS,3,2
Legend of Mana,2000,Role-Playing,7.8,1.11,PS,3,3
Legend of the Dragon,2007,Fighting,2.9,0.03,PSP,0,0
Legendary,2008,Shooter,4.0,0.41000000000000003,Multi_Plateforme,2,1
Lego Batman 3: Beyond Gotham,2014,Action,7.4,0.45,WiiU,3,3
Lemmings,2006,Puzzle,7.3,0.86,PSP,3,2
Let's TAP,2009,Misc,7.0,0.17,Wii,3,1
Life Is Strange: Before the Storm,2018,Adventure,7.5,0.22,PS4,3,1
Line Rider 2: Unbound,2008,Puzzle,5.0,0.08,DS,0,2
Link's Crossbow Training,2007,Shooter,6.9,4.98,Wii,3,3
Lionheart: Kings' Crusade,2010,Strategy,6.3,0.01,PC,1,0
Lips,2008,Misc,7.1,0.77,X360,3,2
Little Dragons Café,2018,Simulation,7.0,0.13,NS,2,1
Little King's Story,2009,Strategy,8.5,0.29,Wii,2,1
Little Nightmares,2017,Platform,8.6,0.01,PC,2,0
LittleBigPlanet,2008,Platform,8.8,8.459999999999999,PS3,3,3
LittleBigPlanet 2,2011,Platform,9.1,3.43,PS3,3,3
