Name,Year,Genre,Critic_Score,Global_Sales,Platform,cat_publi,cat_studio
Silent Hill: Origins,2007,Action,7.8,0.52,PSP,3,3
Silent Hill: Shattered Memories,2010,Adventure,7.3,1.3699999999999999,Multi_Plateforme,3,3
Sim Theme Park,1999,Strategy,8.1,2.71,PC,3,3
SimAnimals Africa,2009,Simulation,5.5,0.12,Wii,3,3
SimCity 2000,1993,Simulation,8.0,2.14,PC,2,3
SimCity 3000,1998,Simulation,8.5,0.0,PC,3,3
SimCity 3000 Unlimited,2000,Simulation,6.9,0.01,PC,3,3
SimCity 4,2003,Simulation,8.7,0.28,PC,3,3
Sin and Punishment: Star Successor,2010,Shooter,8.4,0.43,Wii,3,2
Sine Mora EX,2017,Action,8.0,0.04,NS,1,0
Sing Party,2012,Party,6.8,0.3,WiiU,3,3
SingStar,2004,Misc,8.0,1.86,PS2,3,3
SingStar Queen,2009,Misc,6.8,0.44,PS3,3,3
Singularity,2010,Shooter,7.5,0.61,Multi_Plateforme,3,3
Sins of a Solar Empire,2008,Strategy,8.9,0.03,PC,0,0
Siren: Blood Curse,2008,Action-Adventure,8.3,0.28,PS3,3,3
Skate 2,2009,Sports,8.2,1.9300000000000002,PS3,3,3
Skate 3,2010,Sports,8.3,2.71,X360,3,3
Skate it,2008,Sports,6.6,0.58,Wii,3,3
Skies of Arcadia,2000,Role-Playing,9.2,0.09,DC,3,1
Skies of Arcadia Legends,2003,Role-Playing,8.6,0.22,GC,3,1
Skylanders Imaginators,2017,Platform,6.9,0.23,NS,3,3
Skylanders SWAP Force,2013,Platform,7.7,0.27,3DS,3,2
Skylanders: Spyro's Adventure,2011,Action,8.0,3.73,PS3,3,3
Skylanders: SuperChargers,2015,Action-Adventure,8.0,0.59,WiiU,3,3
Sleeping Dogs,2012,Action-Adventure,7.9,2.0300000000000002,Multi_Plateforme,3,2
Sleeping Dogs: Definitive Edition,2014,Action-Adventure,7.5,0.2,XOne,3,2
Smarty Pants,2007,Misc,6.5,1.43,Wii,3,3
Smashing Drive,2002,Racing,4.7,0.07,GC,3,3
Sniper Elite,2005,Shooter,7.4,0.02,PC,3,3
Sniper Elite V2,2012,Shooter,7.0,1.8399999999999999,Multi_Plateforme,3,3
Sniper: Ghost Warrior,2010,Shooter,4.3,2.1399999999999997,Multi_Plateforme,2,2
"Snipperclips Plus: Cut It Out, Together!",2017,Puzzle,8.2,0.12,NS,3,0
Snowboard Kids,1997,Sports,8.0,0.2,N64,3,1
Solatorobo: Red the Hunter,2011,Role-Playing,7.6,0.2,DS,2,3
Sonic & SEGA All-Stars Racing,2010,Racing,7.9,3.46,Multi_Plateforme,3,3
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2010,Racing,7.7,0.77,X360,3,3
Sonic & Sega All-Stars Racing Transformed,2012,Racing,6.9,0.53,WiiU,3,3
Sonic Adventure,1999,Platform,8.9,2.42,DC,3,3
Sonic Adventure 2,2001,Platform,8.9,0.12,DC,3,3
Sonic Adventure 2 Battle,2002,Platform,6.8,2.56,GC,3,3
Sonic Adventure DX: Director's Cut,2003,Platform,5.4,1.27,GC,3,3
Sonic Boom: Fire & Ice,2016,Platform,6.9,0.25,3DS,3,2
Sonic Boom: Rise of Lyric,2014,Action-Adventure,3.7,0.31,WiiU,3,1
Sonic Boom: Shattered Crystal,2014,Platform,3.8,0.29,3DS,3,2
Sonic Chronicles: The Dark Brotherhood,2008,Role-Playing,7.3,0.88,DS,3,3
Sonic Classic Collection,2010,Platform,7.5,1.86,DS,3,3
Sonic Colors,2010,Platform,7.7,3.0300000000000002,DS,3,3
Sonic Forces,2017,Platform,5.4,0.74,NS,3,3
Sonic Free Riders,2010,Racing,4.9,1.1,X360,3,2
Sonic Gems Collection,2005,Misc,6.9,0.42,GC,3,3
Sonic Generations,2011,Platform,6.3,4.15,Multi_Plateforme,3,3
Sonic Heroes,2004,Platform,6.6,4.5600000000000005,GC,3,3
Sonic Lost World,2013,Platform,5.2,0.85,3DS,3,3
Sonic Mania,2017,Platform,8.8,0.47,NS,3,1
Sonic Mega Collection,2002,Misc,7.5,2.05,GC,3,3
Sonic Riders: Zero Gravity,2008,Racing,5.8,0.91,Wii,3,3
Sonic Rivals,2006,Racing,7.0,1.44,PSP,3,3
Sonic Rivals 2,2007,Racing,6.4,1.52,PSP,3,3
Sonic Rush,2005,Platform,7.8,3.13,DS,3,3
Sonic Unleashed,2008,Platform,5.3,4.9,Multi_Plateforme,3,3
Sonic and the Black Knight,2009,Platform,4.8,1.12,Wii,3,3
Sonic and the Secret Rings,2007,Platform,6.7,2.75,Wii,3,3
Sonic the Hedgehog (2006),2006,Platform,4.8,0.94,X360,3,3
Sonic's Ultimate Genesis Collection,2009,Misc,8.1,3.84,PS3,3,3
Soul Blade,1997,Fighting,8.6,1.59,PS,3,3
Soul Bubbles,2008,Puzzle,7.0,0.08,DS,3,0
SoulCalibur,1999,Fighting,9.6,0.34,DC,3,3
SoulCalibur II,2003,Fighting,9.1,3.56,GC,3,3
SoulCalibur II(JP sales),2003,Fighting,9.3,0.03,XB,3,3
SoulCalibur III,2005,Fighting,8.5,1.07,PS2,3,3
SoulCalibur IV,2008,Fighting,8.3,3.05,PS3,3,3
SoulCalibur Legends,2007,Action,4.8,0.18,Wii,3,3
SoulCalibur: Broken Destiny,2009,Fighting,8.0,0.51,PSP,3,3
South Park,1998,Shooter,1.7,1.8499999999999999,N64,3,3
South Park Rally,1999,Racing,3.9,0.56,N64,3,3
South Park: Chef's Luv Shack,1999,Misc,3.1,0.55,N64,3,2
South Park: The Fractured But Whole,2018,Role-Playing,9.5,0.14,NS,3,3
Space Invaders Extreme,2008,Shooter,8.2,0.24,DS,3,1
Space Invaders Extreme 2,2009,Shooter,8.1,0.19,DS,1,3
Space Raiders,2004,Shooter,2.9,0.01,GC,0,3
Space Siege,2008,Role-Playing,4.0,0.0,PC,3,2
Space Station Silicon Valley,1998,Adventure,8.3,0.15,N64,3,3
Spartan: Total Warrior,2005,Action,7.0,0.42000000000000004,Multi_Plateforme,3,3
Spawn the Eternal,1997,Action,1.9,0.24,PS,3,2
Spectral Force 3,2008,Role-Playing,5.9,0.09,X360,3,0
Spectrobes,2007,Role-Playing,6.2,0.75,DS,3,3
Spectrobes: Beyond the Portals,2008,Role-Playing,7.3,0.52,DS,3,2
Spectrobes: Origins,2009,Role-Playing,7.4,0.19,Wii,3,1
Speed Kings,2003,Racing,6.7,0.02,GC,3,1
SpellForce 2: Shadow Wars,2006,Strategy,8.2,0.0,PC,2,0
Spelling Challenges and more!,2007,Misc,4.5,0.25,PSP,2,2
Sphinx and the Cursed Mummy,2003,Adventure,8.4,0.14,GC,3,3
Spider-Man 2,2004,Action,7.7,7.63,Multi_Plateforme,3,3
Spider-Man 3,2007,Platform,4.4,3.41,Multi_Plateforme,3,3
Spider-Man: Edge of Time,2011,Action,5.5,0.37,3DS,3,3
Spider-Man: Friend or Foe,2007,Action,5.6,1.46,Multi_Plateforme,3,3
Spider-Man: Shattered Dimensions,2010,Action,7.5,0.6,Wii,3,2
Spider-Man: The Movie,2002,Action,7.6,8.4,Multi_Plateforme,3,3
Spider-Man: Web of Shadows,2008,Action,6.9,1.24,Multi_Plateforme,3,2
Spider-Man: Web of Shadows - Amazing Allies Edition,2008,Action,7.7,0.16,PSP,3,2
Spirit Camera: The Cursed Memoir,2012,Action-Adventure,5.7,0.25,3DS,3,2
Splatoon,2015,Shooter,8.4,4.71,WiiU,3,3
Splatoon 2,2017,Shooter,8.2,7.04,NS,3,3
Split/Second,2010,Racing,8.4,0.6,X360,3,3
SpongeBob SquarePants: Battle for Bikini Bottom,2003,Platform,5.8,3.19,Multi_Plateforme,3,3
SpongeBob SquarePants: The Yellow Avenger,2006,Action,5.7,0.92,PSP,3,3
SpongeBob SquigglePants,2011,Misc,5.4,0.41,Wii,3,2
SpongeBob SquigglePants 3D,2011,Misc,6.1,0.19,3DS,3,2
Spore,2008,Strategy,7.0,1.16,PC,3,3
Spore Creatures,2008,Simulation,7.2,1.07,DS,3,2
Spore Hero,2009,Simulation,5.8,0.4,Wii,3,3
Spore Hero Arena,2009,Simulation,4.9,0.19,DS,3,3
Sports Champions,2010,Sports,7.6,3.88,PS3,3,3
Spot Goes to Hollywood,1996,Platform,4.4,0.07,PS,2,3
Spy Games: Elevator Mission,2007,Shooter,2.0,0.06,Wii,1,0
Spy Hunter,2002,Racing,7.9,0.2,GC,3,3
Spyborgs,2009,Action,6.3,0.11,Wii,3,0
Spyro 2: Ripto's Rage!,1999,Platform,8.7,3.52,PS,3,3
Spyro the Dragon,1998,Platform,8.7,5.0,PS,3,3
Spyro: A Hero's Tail,2004,Platform,6.4,0.29,GC,3,3
Spyro: Enter the Dragonfly,2002,Platform,5.0,0.71,GC,3,2
Spyro: Year of the Dragon,2000,Platform,9.1,3.71,PS,3,3
Star Fox 64,1997,Shooter,9.0,4.03,N64,3,3
Star Fox 64 3D,2011,Shooter,8.0,0.96,3DS,3,3
Star Fox Adventures,2002,Adventure,8.1,1.87,GC,3,3
Star Fox Command,2006,Shooter,7.2,0.53,DS,3,1
Star Fox: Assault,2005,Shooter,6.6,1.08,GC,3,3
Star Fox: Zero,2016,Shooter,6.7,0.44,WiiU,3,3
Star Ocean: First Departure,2008,Role-Playing,7.5,0.65,PSP,3,3
Star Ocean: Second Evolution,2009,Role-Playing,8.0,0.34,PSP,3,3
Star Ocean: The Last Hope,2009,Role-Playing,7.3,0.79,X360,3,3
Star Ocean: The Last Hope International,2010,Role-Playing,8.1,0.73,PS3,3,3
Star Ocean: The Second Story,1999,Role-Playing,8.2,1.1,PS,3,3
Star Ocean: Till The End of Time,2004,Role-Playing,7.8,1.72,PS2,3,3
Star Trek Online,2010,Role-Playing,5.9,0.02,PC,3,0
Star Trek: Legacy,2006,Simulation,5.3,0.19999999999999998,PC,3,1
Star Wars Battlefront,2004,Shooter,8.1,3.61,PS2,3,3
Star Wars Battlefront (2015),2015,Shooter,6.9,12.67,Multi_Plateforme,3,3
Star Wars Battlefront II,2005,Shooter,6.9,4.81,PS2,3,3
Star Wars Battlefront: Elite Squadron,2009,Shooter,5.9,1.26,DS,3,2
Star Wars Battlefront: Renegade Squadron,2007,Shooter,7.5,1.68,PSP,3,3
Star Wars Episode I Racer,1999,Racing,8.7,3.12,N64,3,3
Star Wars Episode I: Battle for Naboo,2000,Simulation,8.5,0.26,N64,3,3
Star Wars Episode III: Revenge of the Sith,2005,Action,7.3,0.31,DS,3,3
Star Wars Jedi Knight II: Jedi Outcast,2002,Shooter,7.1,0.23,GC,3,3
Star Wars Racer Revenge,2002,Racing,7.8,0.31,PS2,3,3
Star Wars Rogue Leader: Rogue Squadron II,2001,Simulation,9.2,1.9,GC,3,3
Star Wars Rogue Squadron III: Rebel Strike,2003,Simulation,8.3,0.8,GC,3,3
Star Wars The Clone Wars: Republic Heroes,2009,Action,4.8,1.2000000000000002,DS,3,3
Star Wars: Clone Wars,2002,Shooter,7.3,0.4,GC,3,3
Star Wars: Knights of the Old Republic,2003,Role-Playing,9.4,2.19,XB,3,3
Star Wars: Lethal Alliance,2006,Adventure,6.3,0.13,PSP,3,3
Star Wars: Rogue Squadron,1998,Simulation,9.0,2.17,N64,3,3
Star Wars: The Force Unleashed,2008,Action,6.8,7.94,Multi_Plateforme,3,3
Star Wars: The Force Unleashed II,2010,Action,6.3,3.98,Multi_Plateforme,3,3
Star Wars: The Old Republic,2011,Role-Playing,8.4,2.97,PC,3,3
StarCraft,1998,Strategy,8.7,0.05,PC,3,3
StarCraft II: Heart of the Swarm,2013,Strategy,8.9,1.67,PC,3,3
StarCraft II: Legacy of the Void,2015,Strategy,8.8,0.57,PC,3,3
StarCraft II: Wings of Liberty,2010,Strategy,9.3,4.86,PC,3,3
Starcraft 64,2000,Strategy,8.0,0.16,N64,3,2
Stardew Valley,2017,Simulation,8.8,0.13,PS4,3,1
Starlink: Battle for Atlas,2018,Action-Adventure,7.5,0.57,NS,3,3
Starshot: Space Circus Fever,1999,Platform,5.2,0.03,N64,2,2
Starsky & Hutch,2003,Racing,6.0,1.26,Multi_Plateforme,2,2
Start the Party!,2010,Misc,6.1,0.62,PS3,3,2
State of Decay 2,2018,Action-Adventure,7.0,0.46,XOne,3,1
State of Emergency,2002,Action,8.0,1.76,PS2,3,2
Steambot Chronicles,2006,Role-Playing,7.2,0.04,PS2,3,1
Steel Battalion,2002,Simulation,7.7,0.1,XB,3,0
Steel Diver,2011,Action,5.6,0.5,3DS,3,3
Stella Deus: The Gate of Eternity,2005,Strategy,7.3,0.08,PS2,3,0
Stella Glow,2015,Role-Playing,7.5,0.26,3DS,3,2
Still Life,2005,Adventure,6.4,0.0,PC,1,0
Still Life 2,2009,Adventure,7.3,0.02,PC,0,0
Stoked: Big Air Edition,2009,Sports,8.6,0.04,X360,2,0
Stormrise,2009,Strategy,4.4,0.15,X360,3,3
Story of Seasons,2015,Misc,7.7,0.44,3DS,2,2
Story of Seasons: Trio of Towns,2017,Simulation,7.9,0.49,3DS,2,2
Stranglehold,2007,Shooter,8.0,0.83,X360,3,3
Street Cleaning Simulator,2011,Simulation,1.5,0.01,PC,0,0
Street Fighter 30th Anniversary Collection,2018,Fighting,8.5,0.19,NS,3,3
Street Fighter Alpha 2,1996,Fighting,8.2,0.85,PS,3,3
Street Fighter Alpha 3,1999,Fighting,8.4,1.03,PS,3,3
Street Fighter Alpha 3 MAX,2006,Fighting,7.8,0.33,PSP,3,3
Street Fighter IV,2009,Fighting,9.3,7.2700000000000005,Multi_Plateforme,3,3
Stronghold 3,2011,Strategy,4.1,0.19,PC,2,1
Stronghold Crusader Extreme,2008,Strategy,4.3,0.02,PC,2,1
Style Savvy,2009,Simulation,7.6,2.58,DS,3,3
Style Savvy: Fashion Forward,2016,Simulation,6.5,0.83,3DS,3,3
Style Savvy: Styling Star,2017,Simulation,8.5,0.45,3DS,3,3
Sudoku Ball Detective,2009,Puzzle,5.0,0.06,DS,2,0
Suikoden,1996,Role-Playing,8.2,0.6,PS,3,3
Suikoden II,1999,Role-Playing,8.5,0.68,PS,3,3
Suikoden III,2002,Role-Playing,8.6,0.98,PS2,3,3
Suikoden IV,2005,Role-Playing,6.3,0.66,PS2,3,3
Suikoden Tierkreis,2009,Role-Playing,7.7,0.27,DS,3,3
Suikoden V,2006,Role-Playing,7.9,0.35,PS2,3,3
Summon Night: Twin Age,2008,Role-Playing,7.3,0.13,DS,3,1
Summoner: A Goddess Reborn,2003,Role-Playing,8.0,0.05,GC,3,0
Sunset Overdrive,2014,Action,8.0,1.16,XOne,3,3
Super Bomberman R,2017,Puzzle,6.3,0.87,NS,3,2
Super Bubble Pop,2003,Puzzle,4.2,0.05,GC,1,1
Super Lucky's Tale,2017,Platform,6.5,0.22,XOne,3,1
Super Mario 3D Land,2011,Platform,8.9,11.56,3DS,3,3
Super Mario 3D World,2013,Platform,9.5,5.01,WiiU,3,3
Super Mario 64,1996,Platform,9.7,11.89,N64,3,3
Super Mario 64 DS,2004,Platform,8.6,1.26,DS,3,3
Super Mario Advance,2001,Platform,8.2,5.49,GBA,3,3
Super Mario Advance 4: Super Mario Bros. 3,2003,Platform,9.2,5.2,GBA,3,3
Super Mario All-Stars: Limited Edition,2010,Platform,7.2,2.62,Wii,3,3
Super Mario Galaxy,2007,Platform,9.7,11.4,Wii,3,3
Super Mario Galaxy 2,2010,Platform,9.7,7.57,Wii,3,3
Super Mario Maker,2015,Platform,7.3,6.68,3DS,3,3
Super Mario Odyssey,2017,Platform,9.9,11.71,NS,3,3
Super Mario Party,2018,Party,7.3,4.97,NS,3,3
Super Mario Strikers,2005,Sports,8.0,1.61,GC,3,3
Super Mario Sunshine,2002,Platform,9.2,6.31,GC,3,3
Super Mario World: Super Mario Advance 2,2002,Platform,9.4,5.46,GBA,3,3
Super Meat Boy,2010,Platform,9.2,0.0,PC,2,0
Super Monkey Ball,2001,Puzzle,9.0,1.46,GC,3,2
Super Monkey Ball 3D,2011,Action,5.7,0.5,3DS,3,3
Super Monkey Ball: Banana Blitz,2006,Misc,7.3,2.24,Wii,3,3
Super Monkey Ball: Step & Roll,2010,Action,6.0,0.39,Wii,3,3
Super Paper Mario,2007,Platform,8.5,3.73,Wii,3,3
Super Princess Peach,2006,Platform,7.8,1.03,DS,3,3
Super Scribblenauts,2010,Puzzle,7.9,1.47,DS,3,3
Super Smash Bros.,1999,Fighting,8.4,5.55,N64,3,3
Super Smash Bros. Brawl,2008,Fighting,9.2,12.91,Wii,3,3
Super Smash Bros. Melee,2001,Fighting,9.2,7.07,GC,3,3
Super Smash Bros. Ultimate,2018,Fighting,9.4,8.95,NS,3,3
Super Smash Bros. for 3DS,2014,Fighting,8.4,8.32,3DS,3,3
Super Smash Bros. for Wii U,2014,Fighting,9.2,5.07,WiiU,3,3
Super Street Fighter IV,2010,Fighting,9.2,2.22,PS3,3,3
Super Street Fighter IV: 3D Edition,2011,Fighting,8.5,1.22,3DS,3,3
Super Street Fighter IV: Arcade Edition,2011,Fighting,8.1,0.65,Multi_Plateforme,3,3
Superman Returns,2006,Action,3.8,0.33,DS,3,3
Supremacy MMA,2011,Fighting,5.0,0.21000000000000002,PS3,3,1
Supreme Commander,2007,Strategy,5.7,0.13,PC,2,2
Supreme Commander 2,2010,Strategy,7.5,0.53,PC,3,2
Supreme Commander: Forged Alliance,2007,Strategy,8.1,0.04,PC,3,2
Surf's Up,2007,Sports,6.2,0.1,X360,3,3
Sushi Striker: The Way of Sushido,2018,Puzzle,7.9,0.07,NS,3,1
Syberia,2002,Adventure,8.0,0.03,PC,1,0
Syberia II,2004,Adventure,7.5,0.02,PC,1,0
Syphon Filter,1999,Shooter,9.2,2.88,PS,3,3
Syphon Filter: Dark Mirror,2006,Shooter,8.5,0.3,PSP,3,2
Syphon Filter: Logan's Shadow,2007,Shooter,8.4,0.46,PSP,3,2
System Shock 2,1999,Role-Playing,8.9,0.0,PC,3,0
TMNT,2007,Action,3.6,0.11,PSP,3,3
TMNT: Mutant Melee,2005,Fighting,4.2,0.07,GC,3,1
TNA iMPACT!,2008,Fighting,5.3,1.23,Multi_Plateforme,3,2
TNA iMPACT: Cross the Line,2010,Fighting,3.5,0.05,PSP,2,3
TRINITY: Souls of Zill O'll,2011,Role-Playing,5.5,0.14,PS3,3,3
TV Superstars,2010,Misc,6.2,0.26,PS3,3,2
Tactics Ogre: Let Us Cling Together,2011,Role-Playing,9.0,0.54,PSP,3,3
Tactics Ogre: The Knight of Lodis,2002,Role-Playing,8.5,0.5,GBA,3,2
Taiko Drum Master,2004,Misc,8.1,0.2,PS2,3,3
Taiko no Tatsujin: Drum 'n' Fun!,2018,Music,7.5,0.36,NS,2,3
Tail Concerto,1999,Adventure,7.3,0.03,PS,3,3
Tales of Destiny,1998,Role-Playing,6.2,1.04,PS,3,2
Tales of Destiny II,2001,Role-Playing,7.5,0.81,PS,3,2
Tales of Eternia,2006,Role-Playing,8.0,0.26,PSP,3,3
Tales of Legendia,2006,Role-Playing,7.2,0.49,PS2,3,1
Tales of Phantasia,2006,Role-Playing,7.0,0.29,GBA,3,1
Tales of Symphonia,2004,Role-Playing,8.5,1.1,GC,3,3
Tales of Symphonia: Dawn of the New World,2008,Role-Playing,6.8,0.52,Wii,3,3
Tales of Vesperia,2008,Role-Playing,8.0,1.2,PS3,3,3
Tales of the Abyss,2006,Role-Playing,7.3,1.43,3DS,3,3
Tales of the World: Radiant Mythology,2007,Role-Playing,7.0,0.43,PSP,3,2
Tank! Tank! Tank!,2012,Misc,4.7,0.07,WiiU,2,3
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,8.3,0.54,Wii,3,2
Taz Wanted,2002,Platform,5.5,0.31,Multi_Plateforme,3,3
Team Fortress 2,2008,Shooter,9.2,0.0,PC,2,0
Teen Titans,2006,Action,6.3,0.5800000000000001,GC,3,2
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,5.0,0.19,GC,3,3
Teenage Mutant Ninja Turtles: Arcade Attack,2009,Action,4.3,0.13,DS,3,3
Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,7.2,0.5599999999999999,PS2,3,3
Tekken,1995,Fighting,8.3,3.24,PS,3,3
Tekken 2,1996,Fighting,9.1,5.74,PS,3,3
Tekken 3,1998,Fighting,9.6,7.16,PS,3,3
Tekken 3D: Prime Edition,2012,Fighting,6.5,0.21,3DS,3,3
Tekken 4,2002,Fighting,7.9,3.44,PS2,3,3
Tekken 5,2005,Fighting,9.0,3.87,PS2,3,3
Tekken 6,2009,Fighting,7.8,4.39,Multi_Plateforme,3,3
Tekken Advance,2002,Fighting,8.3,0.45,GBA,3,2
Tekken Hybrid,2011,Fighting,4.0,0.36,PS3,3,3
Tekken Tag Tournament,2000,Fighting,8.7,4.05,PS2,3,3
Tekken Tag Tournament 2,2012,Fighting,8.1,0.19,WiiU,2,3
Tekken: Dark Resurrection,2006,Fighting,8.7,2.62,PSP,3,3
Tenchu 2: Birth of the Stealth Assassins,2000,Action,8.5,0.58,PS,3,3
Tenchu Z,2007,Action,5.7,0.34,X360,3,2
Tenchu: Shadow Assassins,2009,Action,7.0,0.32999999999999996,PSP,3,3
Tenchu: Stealth Assassins,1998,Action,8.8,1.99,PS,3,3
Tenkai Knights: Brave Battle,2014,Action,4.5,0.02,3DS,2,0
Terminator 3: The Redemption,2004,Shooter,6.8,0.02,GC,3,1
Terminator Salvation,2009,Shooter,5.0,0.88,PS3,3,2
Terraria,2011,Action-Adventure,7.8,0.83,PC,3,2
Teslagrad,2014,Platform,7.0,0.0,WiiU,0,0
Test Drive Unlimited,2007,Racing,7.7,0.85,Multi_Plateforme,3,3
Test Drive Unlimited 2,2011,Racing,6.7,1.5,Multi_Plateforme,3,3
Tetris Axis,2011,Puzzle,7.8,0.44,3DS,3,3
Tetris DS,2006,Puzzle,8.5,2.11,DS,3,3
Tetris Party Deluxe,2010,Puzzle,7.3,0.56,Wii,3,2
Tetris Worlds,2002,Puzzle,4.6,0.22,GC,3,3
The 3rd Birthday,2011,Role-Playing,7.0,0.52,PSP,3,2
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,2002,Action,6.0,0.26,GBA,3,1
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,Platform,5.5,0.35,GBA,3,1
The Adventures of Tintin: The Game,2011,Adventure,5.0,0.24,X360,3,3
The Alliance Alive,2018,Role-Playing,7.3,0.11,3DS,3,2
The Amazing Spider-Man (2012),2012,Action-Adventure,6.0,1.84,Multi_Plateforme,3,3
The Ant Bully,2006,Platform,5.2,0.04,GBA,3,3
The BIGS,2007,Sports,7.6,0.11,PSP,3,3
The BIGS 2,2009,Sports,6.3,0.39,PSP,3,3
The Ball,2011,Shooter,6.3,0.01,PC,1,0
The Beatles: Rock Band,2009,Misc,8.7,4.140000000000001,Multi_Plateforme,3,3
The Bible Game,2005,Misc,3.5,0.12,GBA,2,1
The Biggest Loser,2009,Sports,7.7,1.07,Wii,3,3
The Biggest Loser: Ultimate Workout,2010,Sports,8.0,0.9,X360,3,3
The Binding of Isaac,2011,Action,8.3,0.0,PC,0,0
The Binding of Isaac: Afterbirth+,2017,Action,9.0,0.28,NS,1,1
The Book of Unwritten Tales,2011,Adventure,7.9,0.1,PC,1,0
The Chronicles of Narnia: Prince Caspian,2008,Adventure,6.3,0.18,X360,3,3
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Adventure,6.8,0.67,GBA,3,3
The Chronicles of Riddick: Assault on Dark Athena,2009,Shooter,8.0,0.5499999999999999,Multi_Plateforme,3,2
The City of Lost Children,1997,Adventure,4.9,0.01,PS,2,2
The Club,2008,Shooter,7.5,0.27,X360,3,3
The Con,2005,Fighting,6.8,0.21,PSP,3,1
The Conduit,2009,Shooter,6.6,0.57,Wii,3,3
The Crew 2,2018,Racing,6.5,0.82,PS4,3,2
The Cursed Crusade,2011,Action,4.0,0.17,PS3,3,1
The Darkness,2007,Shooter,8.3,0.44,X360,3,1
The Elder Scrolls III: Morrowind,2002,Role-Playing,8.2,2.86,PC,3,3
The Elder Scrolls III: Morrowind Game of the Year Edition,2003,Role-Playing,8.3,1.03,XB,3,3
The Elder Scrolls IV: Oblivion,2009,Role-Playing,9.2,7.84,Multi_Plateforme,3,3
The Elder Scrolls IV: Oblivion - Game of the Year Edition,2007,Role-Playing,8.5,0.0,PS3,3,3
The Elder Scrolls IV: Shivering Isles,2007,Role-Playing,8.9,0.18,X360,3,3
The Elder Scrolls V: Skyrim,2011,Role-Playing,8.6,20.51,Multi_Plateforme,3,3
The Elder Scrolls V: Skyrim Special Edition,2016,Role-Playing,8.1,5.1899999999999995,PS4,3,3
The Evil Within,2014,Misc,5.5,2.85,Multi_Plateforme,3,3
The Eye of Judgment,2007,Strategy,7.5,0.34,PS3,3,3
The Fairly Odd Parents: Clash with the Anti-World,2005,Adventure,3.5,0.15,GBA,3,3
The Fairly Odd Parents: Shadow Showdown,2004,Platform,5.0,0.35,PS2,3,3
The Fifth Element,1998,Action,3.7,0.14,PS,3,1
The Fight: Lights Out,2010,Fighting,4.7,0.59,PS3,3,2
The First Templar,2011,Adventure,7.0,0.1,X360,2,2
The Flintstones: Big Trouble in Bedrock,2001,Platform,4.0,0.03,GBA,2,0
The Getaway,2003,Action,7.7,3.54,PS2,3,3
The Godfather II,2009,Adventure,6.2,1.53,PS3,3,3
The Godfather: Blackhand Edition,2007,Adventure,7.4,0.15,Wii,3,3
The Godfather: Mob Wars,2006,Action,6.2,0.1,PSP,3,0
The Golden Compass,2007,Adventure,2.8,1.12,Multi_Plateforme,3,2
The Granstream Saga,1998,Role-Playing,7.6,0.14,PS,3,1
The Grim Adventures Of Billy & Mandy,2006,Action,6.6,0.05,Wii,3,3
The Grim Adventures of Billy & Mandy,2006,Action,7.2,0.17,GC,3,3
The Gunstringer,2011,Shooter,7.6,0.4,X360,3,1
The Haunted: Hell's Reach,2011,Shooter,5.3,0.02,PC,0,0
The Hobbit,2003,Adventure,5.0,0.36,GBA,3,1
The House of The Dead III,2002,Shooter,6.8,0.39,XB,3,2
The House of the Dead 2,1999,Shooter,7.5,0.26,DC,3,2
The House of the Dead 2 & 3 Return,2008,Shooter,6.5,1.45,Wii,3,3
The House of the Dead: Overkill,2009,Shooter,7.9,0.85,Wii,3,3
The House of the Dead: Overkill - Extended Cut,2011,Shooter,7.2,0.37,PS3,3,3
The ICO & Shadow of the Colossus Collection,2011,Adventure,9.0,1.34,PS3,3,3
The Incredible Hulk,2003,Action,5.6,0.8200000000000001,GBA,3,3
The Incredible Hulk: Ultimate Destruction,2005,Action,8.7,0.15,GC,3,3
The Incredibles,2004,Action,5.4,5.2700000000000005,Multi_Plateforme,3,3
The Incredibles: Rise of the Underminer,2005,Action,6.7,0.63,Multi_Plateforme,3,3
The Invincible Iron Man,2002,Action,6.4,0.04,GBA,3,0
The King of Fighters '99,2001,Fighting,7.0,0.11,PS,2,1
The King of Fighters EX2: Howling Blood,2003,Fighting,7.9,0.08,GBA,3,3
The King of Fighters XII,2009,Fighting,6.0,0.27,PS3,2,2
The King of Fighters XIII,2011,Fighting,7.8,0.3,PS3,3,2
The King of Fighters: Dream Match 1999,1999,Fighting,7.2,0.1,DC,1,1
The King of Fighters: Evolution,2001,Fighting,7.6,0.07,DC,2,1
The LEGO Movie Videogame,2014,Action-Adventure,6.0,0.71,PS4,3,3
The Last Guardian,2016,Action-Adventure,7.9,1.29,PS4,3,2
The Last Remnant,2008,Role-Playing,6.5,0.6900000000000001,PC,3,3
The Last of Us,2013,Action-Adventure,9.5,6.27,PS3,3,3
The Last of Us Remastered,2014,Action-Adventure,9.5,6.77,PS4,3,3
The Legend of Dragoon,2000,Role-Playing,7.8,1.86,PS,3,2
